category_cc,join_date,channel,name_cc,subscribers_cc,videos_cc,subscriber_rank_sb,weights,mean_activity,Channel_country
News & Politics,2017-01-09,UCkAk41f9hqdb3uDvpwfVdRg,THR News,19867,4061,536150.0,9.076,65.5,Country not available
News & Politics,2011-05-19,UCAR3h_9fLV82N2FH4cE4RKw,TV5 News,1680000,147091,7311.0,2.5395000000000003,179.94193548387096,IN
News & Politics,2014-08-21,UCe59qUJndCWEr8XWpDWm6Jg,Prag News,621000,7113,26156.0,3.0175,146.82075471698113,IN
News & Politics,2012-06-01,UCRWFSbif-RFENbBrSiez1DA,ABP NEWS,16274836,129027,207.0,2.0869999999999997,595.4580645161291,IN
News & Politics,2015-10-23,UCjFKMoAk3qhRkW4eOqNm6dw,Zee Hindustan,1463760,36442,9640.0,2.59,364.31410256410254,IN
News & Politics,2006-09-18,UC52X5wxOL_s5yw0dQk7NtgA,Associated Press,1040000,129072,14780.0,2.7865,396.96774193548384,US
News & Politics,2007-07-04,UCVxBA3Cbu3pm8w8gEIoMEog,ABC7,52939,5392,198644.0,5.6555,63.99441340782123,Country not available
News & Politics,2007-04-25,UCpWvshQVx1d7BqCsPnVuNIw,The Star Online,543572,39333,27837.0,2.9675,258.1923076923077,MY
News & Politics,2016-04-26,UCHnwah__SNoZERotFo3wbjg,7Newspk,128646,5243,122418.0,4.2485,62.736196319018404,PK
News & Politics,2010-06-01,UCOv97eP4avQylb63qYy2vog,nmtvindia,184749,22133,89822.0,3.8465,194.8427672955975,IN
News & Politics,2006-11-16,UC1JAwKeDUjN2orv5t7LWODQ,KARE 11,22700,15792,419739.0,5.415,194.3409090909091,US
News & Politics,2010-02-11,UCADaBeM0qiKEZIw9_OuYmuA,WMAR-2 News,42900,43185,304697.0,8.7995,131.4689265536723,US
News & Politics,2017-10-14,UCRMoZ74ttDwbGJiFL_wZgvA,Viral Press,327000,3281,52507.0,3.4930000000000003,72.3069306930693,TH
News & Politics,2009-02-16,UCSkB4nUB0vtXcLdcnUVAN5Q,Balitang America TFC...,61800,16575,220475.0,5.1245,67.05813953488372,US
News & Politics,2017-05-03,UCIALMKvObZNtJ6AmdCLP7Lg,Bloomberg Markets an...,398000,15480,34997.0,3.2190000000000003,268.9274193548387,US
News & Politics,2015-04-02,UCFA3Ldt_TKmn9-JJXRwT-ow,5AAB TV,383571,5916,46256.0,3.3080000000000003,63.0,Channel not found
News & Politics,2009-09-10,UCoDyBtyP-3WC6z56EMMnj6A,KRGV,11100,23358,847556.0,14.701000000000002,225.31578947368422,US
News & Politics,2009-08-08,UCj5RwDivLksanrNvkW0FB4w,GMA Public Affairs,6920000,20513,677.0,2.0869999999999997,238.46794871794873,PH
News & Politics,2009-11-17,UClMs26ViHFMy7MS897Alcxw,FOX 2 St. Louis,26700,14512,410578.0,8.222000000000001,143.3276836158192,US
News & Politics,2010-06-16,UC9IQhNgS43lmUdU-KdGyb0A,News18 Urdu,455000,21562,26217.0,3.0095,202.91772151898735,IN
News & Politics,2007-05-03,UCpmb83_U37eDBlgEezsxK7w,WBAL-TV 11 Baltimore...,39800,35674,323796.0,7.5905,152.41573033707866,US
News & Politics,2013-02-19,UC0xLyicoeOd6KsNbl1Qst1g,Channel 5 Belize,23900,20825,451200.0,7.409499999999999,58.71508379888268,BZ
News & Politics,2013-10-30,UC_cZYFovNQTsKw1ZLmO_AMA,First India News Raj...,1070000,32607,13204.0,2.7615,111.66455696202532,IN
News & Politics,2006-08-07,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,6640000,48869,978.0,2.0869999999999997,213.69032258064516,US
News & Politics,2009-11-18,UChd1DEecCRlxaa0-hvPACCw,MyJoyOnline TV,248049,48326,66584.0,4.0155,447.2564102564103,US
News & Politics,2012-07-19,UCQLEbraENUGWh6p1Rv664rQ,PTC News,606821,30363,26988.0,2.972,324.93548387096774,IN
News & Politics,2016-12-06,UC9E91nmqihXefdZP1J7uEdA,TOP News Just4U,1350000,41921,11420.0,2.6489999999999996,74.76760563380282,IN
News & Politics,2013-01-21,UCckHqySbfy5FcPP6MD_S-Yg,The Times of India,1193341,84395,10703.0,2.5925,284.2903225806452,IN
News & Politics,2016-12-10,UCy3ykijkNXU454MlmPno0BQ,Mahanagar24x7 News,197000,1743,73515.0,3.7075,91.71875,IN
News & Politics,2016-02-26,UCVoawkpW12kgtXgInbPCrhQ,GMA Regional TV,42100,14450,250419.0,6.9625,501.5,PH
News & Politics,2012-05-31,UC1Gz1YkPBoLzQSBKbswBHAw,WJHL,12000,32941,805462.0,11.4385,340.36559139784947,Country not available
News & Politics,2015-04-02,UCj6EKBe990fanr4MSh45Alw,The Canadian Press,25587,5842,455643.0,8.5515,57.6524064171123,CA
News & Politics,2013-09-20,UC9Rgo0CrNyd7OWliLekqqGA,ATN News,1060000,21864,13147.0,2.748,254.74117647058824,BD
News & Politics,2007-05-03,UCq6jYgbPEh-lttcUsvPCbsg,16 WAPT News Jackson...,15100,27278,682671.0,9.245,109.40555555555555,US
News & Politics,2007-05-03,UCKATGvvbOznaWNZcOBCLGng,KCCI,47900,24963,265937.0,5.9865,84.96470588235294,Country not available
News & Politics,2016-04-28,UCiiNw0Tnqoe65x0Bl7KzP3Q,Cauvery News,563605,37049,29572.0,3.0285,113.41104294478528,IN
News & Politics,2017-03-06,UCw-qpEGN-NutDLSdbJ364UQ,BB News,3160000,13528,3436.0,2.2895,104.42857142857143,IN
News & Politics,2017-02-17,UCzF4Ryn8TKn64md77gS5Q5Q,11Alive,112000,26670,117627.0,4.6225000000000005,353.1832061068702,US
News & Politics,2016-05-06,UCnsuUUZ_48m8RVHj_08CYdw,Metro TV Telugu,11300,5137,843678.0,13.3755,63.91566265060241,IN
News & Politics,2016-06-13,UCHLqIOMPk20w-6cFgkA90jw,Channel 24 Youtube,1220000,39033,9743.0,2.613,304.6163522012579,BD
News & Politics,2013-12-11,UCe1Nb-N6XgLFHfGxZjIkF8A,Red Pix 24x7,1250000,10797,11304.0,2.6415,88.39102564102564,IN
News & Politics,2008-05-12,UCYzSBNey7F3Uwf9Vkg7cK5w,CBS 4 News Rio Grand...,28900,22714,436986.0,8.971,75.4659090909091,Country not available
News & Politics,2012-06-01,UCv3rFzn-GHGtqzXiaq3sWNg,ABP ANANDA,3030000,65624,2814.0,2.219,336.33125,IN
News & Politics,2012-08-16,UCQv44qD9R5Ae6Z3iUeZm7iQ,ABC 10 News,141000,42329,111744.0,4.928,285.3269230769231,Country not available
News & Politics,2011-04-25,UCXN7rPhZK6Rp8lMhvpSri_Q,KOIN 6,45900,38149,284550.0,6.9985,234.99019607843138,US
News & Politics,2006-11-23,UCNye-wNBqNL5ZzHSJj3l8Bg,Al Jazeera English,3880000,81534,2305.0,2.1655,275.94193548387096,QA
News & Politics,2016-04-05,UC-LGacAu72ou9bsBTj0I1oQ,Newsone Breaking,283000,53496,59946.0,3.5715,651.6832298136646,US
News & Politics,2006-08-26,UCttspZesZIDEwwpVIgoZtWQ,IndiaTV,15177282,139814,199.0,2.0869999999999997,596.5641025641025,IN
News & Politics,2017-10-06,UCIi7iBw49U6YF5rLAHznnRw,ATV NEWS 24/7 HD,39500,3351,348225.0,6.8885000000000005,68.5875,IN
News & Politics,2011-07-10,UC1nJElGcVcTpeZJVyxEbzJw,Live Storms Media,87800,11128,173573.0,4.827,115.63095238095238,US
News & Politics,2006-05-21,UC5O114-PQNYkurlTg6hekZw,United Nations,446000,10014,28118.0,3.0245,59.07741935483871,US
News & Politics,2013-09-07,UC1xMoLlrv0DJ3hcBo914a2Q,NYOOOZ TV,323000,32011,54228.0,3.5305,140.51923076923077,IN
News & Politics,2007-05-10,UCyw-NpaizmAD_5qQJ4MieVg,4 News Now,27000,29876,437904.0,8.191,113.92090395480226,US
News & Politics,2014-05-22,UCMDzPE_7fcZSRJgpwIVor_A,Avenues Khabar,325000,24260,50109.0,3.423,263.35897435897436,NP
News & Politics,2006-06-30,UCHd62-u_v4DvJ8TCFtpi4GA,Washington Post,767000,13619,18005.0,2.9025,125.44516129032257,US
News & Politics,2006-08-27,UCjXB7nX8bL2U2sje8d212Yw,Roland S. Martin,370000,7899,43353.0,3.3905,94.3974358974359,US
News & Politics,2012-10-09,UC9k-yiEpRHMNVOnOi_aQK8w,Inside Edition,6600000,18113,976.0,2.0869999999999997,169.63870967741934,US
News & Politics,2007-04-04,UCQfwfsi5VrQ8yKZ-UWmAEFg,FRANCE 24 English,964000,49906,15459.0,2.8280000000000003,310.10967741935485,US
News & Politics,2006-06-12,UCoMdktPbSTixAyNGwb-UYkQ,Sky News,1366003,11271,8437.0,2.5435,58.9741935483871,GB
News & Politics,2014-11-28,UCSaf-7p3J_N-02p7jHzm5tA,The Quint,1584597,23562,8496.0,2.557,182.18709677419355,IN
News & Politics,2007-10-18,UCruQg25yVBppUWjza8AlyZA,FOX 4 News - Dallas-...,170000,15263,88413.0,4.102,65.171974522293,US
News & Politics,2007-07-03,UCNBmxc6FvKyxtCpUygcdINA,WKYC Channel 3,32217,13210,348340.0,6.894,152.08743169398906,US
News & Politics,2008-10-08,UC6HyKpYWmX4zsy6_bJZIK7A,WXYZ-TV Detroit | Ch...,269000,76981,60573.0,3.583,166.12820512820514,US
News & Politics,2011-09-30,UCJEDFSxHHOW1PpBccdSxOTA,IndianExpressOnline,416000,9612,38315.0,3.2455000000000003,90.02564102564102,IN
News & Politics,2009-09-08,UCfLYcp8eh4VAC8_BBRsHhFg,RTV6 The Indy Channe...,66700,40011,208467.0,6.2465,149.9034090909091,US
News & Politics,2013-09-25,UC673WfesrYoCgG9VsekGlEQ,LOCAL 12,52100,42120,266477.0,5.971,220.5142857142857,US
News & Politics,2014-01-27,UCODc8Pa-_WUMaVRp9dvmNmw,13News Now,28800,13341,422958.0,8.5375,152.6341463414634,US
News & Politics,2009-03-24,UCZII2-pYouhc81JtJ9zShEw,WSPA 7News,14500,17703,698367.0,8.541,196.9367816091954,Country not available
News & Politics,2009-04-29,UCaxR-D8FjZ-2otbU0_Y2grg,DawnNews,448000,28501,38840.0,3.2525000000000004,180.06410256410257,PK
News & Politics,2017-03-03,UCNJOoytm08XsueW6IoBhPiA,Nedrick News I न�...,747852,7041,21440.0,2.952,124.86178861788618,IN
News & Politics,2006-04-07,UCNFZ_RT98Ri4i-N5eL7IH5w,NBC 26,10400,27091,884263.0,12.1995,164.1611111111111,Country not available
News & Politics,2017-06-29,UCkSllUpc8cedRe85JkqLiBQ,Zee Salaam,173000,4086,88405.0,4.0955,88.8080808080808,IN
News & Politics,2007-06-20,UCO0akufu9MOzyz3nvGIXAAw,Sky News Australia,87300,7566,96107.0,3.681,84.63687150837988,AU
News & Politics,2010-05-07,UC0bCUnP5RrkJZUtd3bBz6Kw,WPTV News | West Pal...,121000,79732,131830.0,4.597,120.86875,Country not available
News & Politics,2017-03-10,UChonNrxec5og9RLAcGC91Xg,Dekho Dekho,952237,9883,15660.0,2.8240000000000003,173.1984126984127,IN
News & Politics,2009-10-05,UCpFnf2JdSNcewXWY-idYSZA,Dave Partner,116000,1822,132929.0,5.1445,110.4,NG
News & Politics,2018-12-21,UCVOW945-eZUL5ZKB4F7zhLw,HTN,72400,1820,216937.0,5.0135,123.15625,IN
News & Politics,2018-02-22,UCPTF7suymU_TvRvRPYuHdvA,AapNewsPK,389000,3775,35119.0,3.208,187.02272727272728,PK
News & Politics,2007-04-04,UCDvJcb8Adv-_bOrtnRLmiDw,WFLA News Channel 8,42000,23556,306121.0,8.726,115.96132596685082,US
News & Politics,2017-04-22,UC6aacLWUvIrDIOB4RiKHYqQ,Economic Predictions...,26500,6118,465339.0,8.224,108.08730158730158,Channel not found
News & Politics,2011-09-04,UCxPJyX0oQWmqZ5akbuN5DTg,CivilNet,98800,16413,160389.0,5.3945,66.08383233532935,US
News & Politics,2012-07-18,UCl-OodciBGZ0k8K8rBZGe4w,Public TV | ಪಬ�...,2048937,76796,5363.0,2.414,361.03205128205127,IN
News & Politics,2013-04-29,UCZOP4KKUhOuhZKagI2b9viQ,Global Punjab TV,569000,13125,28956.0,2.9760000000000004,107.71337579617834,US
News & Politics,2018-12-21,UC6XLG5YjZfK1p5oY5MJ3NMw,GTV Network HD,102000,6663,152580.0,5.115,362.95,PK
News & Politics,2011-02-07,UCJCUbMaY593_4SN1QPG7NFQ,PTV,525286,178092,28758.0,2.9810000000000003,323.1161290322581,PH
News & Politics,2017-11-23,UCLMpRrItL5VWTbVIt5xTlxA,FirstNews Kannada,907540,5423,17969.0,2.889,148.15189873417722,IN
News & Politics,2017-03-03,UCmphdqZNmqL72WJ2uyiNw5w,ABP NEWS HINDI,10800000,51298,340.0,2.0869999999999997,220.75968992248062,IN
News & Politics,2009-03-04,UCnMBV5Iw4WqKILKue1nP6Hg,Dunya News,2642994,51845,4199.0,2.354,244.58709677419355,PK
News & Politics,2013-10-30,UCnYlMfpbCIg54cEyUiE42vw,Eagle News,125000,40094,127574.0,3.99,94.85875706214689,PH
News & Politics,2014-08-24,UCumtYpCY26F6Jr3satUgMvA,NTV Telugu,2890000,150384,3714.0,2.271,171.09677419354838,IN
News & Politics,2014-10-15,UCNZOrs1QBt8cJnv9ud96qRA,hmtv News,1260000,88150,10934.0,2.6430000000000002,305.0516129032258,IN
News & Politics,2016-06-07,UCAjBd-r8JWfnRjfhg23nqLQ,News18 Assam/Northea...,796000,16050,16787.0,2.8115,249.1818181818182,IN
News & Politics,2007-10-25,UCPP3etACgdUWvizcES1dJ8Q,News18 India,5720000,44486,1256.0,2.0869999999999997,164.4774193548387,IN
News & Politics,2012-12-26,UCYGZ0qW3w_dWExE3QzMkwZA,ABP Sanjha,807097,43139,19520.0,2.8715,222.65806451612903,IN
News & Politics,2006-10-06,UCFQgi22Ht00CpaOQLtvZx2A,ITV News,283785,8762,47440.0,3.3230000000000004,72.82389937106919,GB
News & Politics,2006-11-17,UCDG0mJ_zkrODDT-4VTEV6TQ,WOOD TV8,59900,54205,231032.0,6.282,97.34482758620689,US
News & Politics,2016-12-02,UCyI4gi0BtlKiUl6KgtuVIUw,Your Morning,47700,3997,215910.0,4.926,75.38636363636364,CA
News & Politics,2014-04-17,UCKQECjul8nw1KW_JzfBTP1A,KPRC 2 Click2Houston...,42700,40313,237317.0,4.8895,748.1616161616162,US
News & Politics,2010-02-15,UChrpaYlmaVsVyEF0bTqmuHw,KJRH -TV | Tulsa | C...,70500,46080,217877.0,5.0175,120.47126436781609,US
News & Politics,2016-12-12,UCa8MaD6gQscto_Nq1i49iew,Vesti News,89770,5248,162669.0,5.449999999999998,80.8344827586207,Channel not found
News & Politics,2013-05-23,UC-SJ6nODDmufqBzPBwCvYvQ,CBS This Morning,976000,24356,13919.0,2.8095000000000003,82.68589743589743,Country not available
News & Politics,2006-04-23,UCnWi59TPymx0_qt7PX3VeNA,PIX11 News,55900,8537,242071.0,7.152,76.69942196531792,US
News & Politics,2010-04-07,UCT8RMFbTJV5ILaVykrluOQg,CCTV English,150911,19280,99829.0,3.7285,95.05732484076434,CN
News & Politics,2009-09-04,UCvixJtaXuNdMPUGdOPcY8Ag,David Pakman Show,730000,20010,21787.0,2.9455,97.65806451612903,US
News & Politics,2015-09-18,UC7qRyUvlsuXGnfGuOrLRG0g,TV9 USA,344729,5115,47662.0,3.3745,102.77678571428571,IN
News & Politics,2017-04-02,UCrxGiLZ6q4Aet0ad9DCE8og,Bharat Live,289000,5947,55734.0,3.4895,221.3148148148148,IN
News & Politics,2018-02-28,UChirEOpgFCupRAk5etXqPaA,Bloomberg TicToc,65085,2873,119840.0,4.1965,83.86486486486487,US
News & Politics,2007-02-23,UCN3me_2IdGN5C0QV5PubDlQ,PalmBeachPost,11457,8398,841816.0,13.132,77.37765957446808,US
News & Politics,2018-02-06,UCm4PlToTlCcOf-jUWSFB3iw,Behindwoods Air,1061081,2322,11049.0,2.6430000000000002,60.05882352941177,IN
News & Politics,2016-07-20,UCJ97pLhPp-CU9Tj4-dp9B6g,YOYO TV Channel,1740000,42053,7525.0,2.5195,213.12179487179486,IN
News & Politics,2016-06-01,UC6UW8OOQQBGdwmnaYLh-qdw,City 41,416000,57742,40050.0,3.321,148.67469879518072,GB
News & Politics,2006-11-27,UC-f-EC3-yv-_Ok-m5Dd5akw,KGUN9,23100,37292,486226.0,10.2575,113.375,US
News & Politics,2015-06-18,UCtjmWttibtOsdow5lYBD-7A,Mountain TV,143789,6940,112085.0,4.9830000000000005,94.05594405594405,NP
News & Politics,2007-05-03,UCwuZjWoiT30kDTz0G41Y8gQ,WMUR-TV,33300,53197,370063.0,7.963500000000002,271.10555555555555,Country not available
News & Politics,2014-05-30,UC8Dj-LDol8r7zGnhn0onF0A,Top Telugu TV,676000,11658,19764.0,2.8705,152.05769230769232,IN
News & Politics,2018-09-11,UCINTtL1KsJjI7ipZux0MLtg,Next Media Uganda,83678,14265,122490.0,4.2715,640.0833333333334,Channel not found
News & Politics,2005-10-01,UCOW3LG5_3_pZDCjEc3xHgrg,WANE 15 News,24000,53114,487034.0,10.5365,103.8314606741573,Country not available
News & Politics,2012-01-12,UCTln5ss6h6L_xNfMeujfPbg,Newsy,146000,23498,109160.0,4.718,209.48717948717947,US
News & Politics,2017-08-21,UCIa1gc6HYm6caMuANx3D3tQ,Final Cut News,865000,9251,18145.0,2.9065,187.8490566037736,IN
News & Politics,2017-03-17,UCpzsmNuUEmod64DGgBDPO-Q,TV5 Kannada,853000,21998,16333.0,2.862,202.7319587628866,IN
News & Politics,2013-04-30,UCBzu4YqGiBxBD8pq8NiBuKw,TV360NIGERIA,51500,7395,262426.0,6.5765,64.97802197802197,NG
News & Politics,2016-05-13,UCoRpKmC6a-DdEa1ohxlCgUA,ANI News Official,162000,50758,97629.0,3.4125,277.53374233128835,IN
News & Politics,2016-09-18,UCQaGmPHucuv33JQ3QkZA9HA,Daily Diary News,927000,12695,17609.0,2.8335,193.22695035460993,IN
News & Politics,2014-05-16,UCry2gCVdntv6r661sKUiKXw,WCCO - CBS Minnesota...,56100,28788,240849.0,7.1375,285.69142857142856,US
News & Politics,2017-04-13,UCT4ZAqOV3-2s5pKnBEhh4fw,Daily Excelsior,403000,12729,41386.0,3.3575000000000004,94.50806451612904,IN
News & Politics,2010-03-18,UC8dnBi4WUErqYQHZ4PfsLTg,Tv9 Kannada,3000000,39638,3113.0,2.239,369.59354838709675,IN
News & Politics,2012-02-29,UC8yH-uI81UUtEMDsowQyx1g,SABC Digital News,650000,115295,24075.0,2.9200000000000004,857.4580645161291,ZA
News & Politics,2014-03-07,UCTnqWCdSjY3LVY3f5UemZjQ,HGPTV (Channel16 Cab...,43300,13507,294375.0,4.5845,103.48863636363636,Channel not found
News & Politics,2014-05-28,UCFx1nseXKTc1Culiu3neeSQ,REPORTER LIVE,663000,20561,24637.0,2.908,168.35897435897436,IN
News & Politics,2010-10-06,UCeoyATtDjeDXGQzH2ANaYzQ,HYBIZTV HD,380030,75762,44148.0,3.3915,349.9308176100629,IN
News & Politics,2013-01-14,UCfymZbh17_3T_UhgjkQ9fRQ,10TV News Telugu,885000,112095,17519.0,2.815,191.09615384615384,IN
News & Politics,2006-09-19,UCXIJgqnII2ZOINSWNOGFThA,Fox News,3520000,60195,2716.0,2.219,546.7677419354839,US
News & Politics,2017-08-15,UC0Um3pnZ2WGBEeoA3BX2sKw,HUM News,211000,12860,62958.0,3.817,432.796875,PK
News & Politics,2011-04-23,UCrcpw88HvKJ0skdsHniCJtQ,News18 Lokmat,890000,33872,17491.0,2.825,189.89743589743588,IN
News & Politics,2015-08-04,UC1vOCYEu3DfoI4fYcfWKmWA,Kalinga TV,564000,40362,23424.0,2.9835000000000003,533.7272727272727,IN
News & Politics,2018-01-11,UCLRJEFnJa7XboYiIxiZ5HyA,DEL99 TV,36900,3416,339721.0,6.039999999999999,95.63265306122449,IN
News & Politics,2018-07-16,UCFRlIV1mX-traJb5fd7S3nw,NewsFirst Kannada,164000,1564,62489.0,3.8555,65.0,IN
News & Politics,2016-03-07,UCQI9ZdFTDu4m_R_EdC2bNjw,ntv7 news,21000,15675,520893.0,9.652999999999999,96.76023391812865,MY
News & Politics,2016-08-30,UC6ejCxeEjpMIjHRPD8o5prg,YOYO TV Kannada,1770000,11638,7112.0,2.5215,167.69078947368422,IN
News & Politics,2008-08-07,UChBQgieUidXV1CmDxSdRm3g,Kenya CitizenTV,1280000,86289,9488.0,2.5975,565.3354838709678,KE
News & Politics,2014-03-28,UC25Ntv5IrTD-B0eZ92O50Tg,Talk Shows Central,3422227,61220,2854.0,2.228,335.2435897435897,PK
News & Politics,2015-01-26,UCDqchFCm3HNLAob6OpsLWLw,KTNV Channel 13 Las ...,68100,52168,195706.0,5.279,415.76,Country not available
News & Politics,2013-11-13,UCdF5Q5QVbYstYrTfpgUl0ZA,Zee24Ghanta,917000,23970,15966.0,2.8295,223.22435897435898,IN
News & Politics,2009-01-26,UCI_GjmFeWTRmdNCAZNaTmqw,THEMAJESTIRIUM1,62900,15927,230869.0,6.259,89.49122807017544,US
News & Politics,2014-02-27,UCzfiX4f0hDjkyTVTOrvVESQ,Channel Punjab,771883,8910,20416.0,2.9130000000000003,66.63380281690141,IN
News & Politics,2014-02-18,UC0duMiBZmDlbUue0eqd0htw,KMTV 3 News Now,69700,30703,203564.0,5.747000000000001,125.93714285714286,US
News & Politics,2006-09-28,UC1dVGItBqV4w-4xQHoX1UDg,CBS 17,37400,27875,323298.0,7.588999999999999,257.6304347826087,US
News & Politics,2013-06-28,UCO6kzQ-7wcG0x8W5LpBA9RQ,NewsChannel 5,57000,45791,226837.0,6.559500000000001,193.12,Country not available
News & Politics,2011-12-15,UCPXTXMecYqnRKNdqdVOGSFg,TV9 Telugu Live,3980000,60864,2014.0,2.1045,701.5483870967741,IN
News & Politics,2009-11-30,UC6ZFN9Tx6xh-skXCuRHCDpQ,PBS NewsHour,1380000,26035,9056.0,2.543,145.11612903225807,US
News & Politics,2014-09-19,UC4jYxQXFqB5q6INV6WEQC2A,I News,327000,25165,45279.0,3.335,352.9559748427673,IN
News & Politics,2017-06-13,UC35KuZBNIj4S5Ls0yjY-UHQ,GNN,680000,24302,23812.0,2.9445,430.8482142857143,PK
News & Politics,2016-01-27,UCYlh4lH762HvHt6mmiecyWQ,Sun News,1588389,29673,8003.0,2.572,168.45806451612904,IN
News & Politics,2014-04-08,UCF4LEacx9sDvAbEJnlaJfKQ,KPIX CBS SF Bay Area...,124000,24570,118528.0,4.3435,90.27544910179641,US
News & Politics,2016-03-15,UC5RvV_LtR1dxPCVFGw6dxXA,PTV News,49800,6855,264948.0,6.2985,94.68518518518519,PK
News & Politics,2011-02-02,UCoe5u1Hr0tHkJVzgsiKoMJg,WTVC NewsChannel 9,14800,12903,695285.0,9.804,64.63297872340425,US
News & Politics,2017-09-06,UCgVZ0mrM3liHNhRYC5Mchgg,WPLG Local 10,70700,30035,158937.0,5.4635,78.15094339622641,US
News & Politics,2008-08-07,UCTq2djCHU2srPIeNY33hoCQ,Patrika News,115000,5808,141247.0,5.3385,56.900584795321635,IN
