category_cc,join_date,channel,name_cc,subscribers_cc,videos_cc,subscriber_rank_sb,weights,mean_activity,Channel_country
News & Politics,2017-01-21,UCAXz41pFbZsjfa0OfJsCtpw,Telugu Popular TV,359204,4182,40310.0,3.302,65.25547445255475,IN
News & Politics,2017-06-05,UCHlCp7kL8jC9HJrSVJuNJzA,Rohi,91100,51113,143486.0,4.574,191.64102564102564,GB
News & Politics,2014-02-27,UCi4fcBVyo4CAnmdgXeO-NvA,CBS Boston,63500,31634,216785.0,5.0089999999999995,344.53977272727275,US
News & Politics,2015-03-23,UCx8Z14PpntdaxCt2hakbQLQ,The Lallantop,9120000,9423,438.0,2.0869999999999997,129.30379746835442,IN
News & Politics,2016-11-23,UCMuseXfHe2dNgFM6wshlUjw,News1 India,117000,14264,112366.0,4.895,221.16666666666666,Channel not found
News & Politics,2018-06-29,UCEAZeUIeJs0IjQiqTCdVSIg,Yahoo Finance,76000,2599,191243.0,5.8885,132.54761904761904,US
News & Politics,2007-01-18,UC5Y52fCWFDJh-4wkgSH4wDQ,NOLA.com,55300,18213,242649.0,7.091499999999999,64.41618497109826,US
News & Politics,2013-09-24,UCh7RhM7phrCTlgd9sLrUfXQ,Dainik Savera,1018394,27616,14114.0,2.8095000000000003,254.3658536585366,IN
News & Politics,2007-05-03,UC72UssJ1DNQcakZXm-B2-zw,WCVB Channel 5 Bosto...,53000,38396,255667.0,5.332000000000001,134.0625,Country not available
News & Politics,2006-01-10,UC86dbj-lbDks_hZ5gRKL49Q,AFP news agency,462000,74224,36813.0,3.2060000000000004,306.61538461538464,Country not available
News & Politics,2011-09-08,UCISgnSNwqQ2i8lhCun3KtQg,Rajya Sabha TV,3480000,43178,2347.0,2.1775,381.2064516129032,IN
News & Politics,2013-05-07,UCCjsvWYJ00k9T6C20iBH2-g,abc4utah,11500,13270,609535.0,8.587,147.1141304347826,US
News & Politics,2010-07-23,UCTbhS5-KTEKzBh-eqeU5vAw,WKBN27,16000,38556,653533.0,8.8895,276.36898395721926,Country not available
News & Politics,2015-04-25,UCcddmqHBErfequ4xYj9orJQ,Catch News,12900,7699,796396.0,11.1475,60.85,IN
News & Politics,2015-11-14,UCcmpeVbSSQlZRvHfdC-CRwg,24 News HD,2880000,83283,3535.0,2.2835,432.2774193548387,US
News & Politics,2018-03-29,UCbHrOFJKseQJrzBNG7pxlHQ,LIVE GUJARAT NEWS,83900,17344,184246.0,4.5605,384.2857142857143,IN
News & Politics,2014-01-29,UCqTa3sNT6SfiQ2DQK_kuWlA,Oneindia News,218000,18801,79616.0,3.745,193.10256410256412,US
News & Politics,2008-03-14,UCVSNOxehfALut52NbkfRBaA,VOA News,539000,29353,23077.0,2.992,147.44230769230768,US
News & Politics,2014-05-22,UCrlIS7z20CnVaCrMvdkig_g,Eyewitness News ABC7...,65500,4236,182475.0,5.6395,86.73076923076923,US
News & Politics,2016-09-20,UC5mwDEzm4FzXKoHPBDnuUQQ,Abbtakk,690000,69324,23584.0,2.9575,130.16129032258064,PK
News & Politics,2011-09-09,UCJb1MeQClvGeSMeBSVLKnDQ,Prudent Media Goa,114000,28682,135777.0,5.497000000000001,192.23563218390805,IN
News & Politics,2011-05-10,UCmuTmpLY35O3csvhyA6vrkg,TeleSUR English,117000,41328,140593.0,5.369,141.78343949044586,Country not available
News & Politics,2012-09-12,UCmBLIcqOLWwrrAJ-jaCttqw,Jai Maharashtra News...,518707,47557,31504.0,3.1285000000000003,290.7935483870968,IN
News & Politics,2012-03-30,UCz9jK123qAo5ATWtuuCn8IA,DailyNation,230000,25209,58075.0,3.549,231.50641025641025,KE
News & Politics,2014-07-01,UCA2f1lPcwYpBKA4JBMBHDSQ,UTV Ghana Online,179405,6708,78726.0,3.65,74.56603773584905,GH
News & Politics,2018-06-22,UCCwwe6HvaHTCGsuryEVSTGA,RootsTV Nigeria,23000,3317,493200.0,8.597999999999999,160.8181818181818,NG
News & Politics,2008-02-04,UCt3SE-Mvs3WwP7UW-PiFdqQ,K24 TV,753000,71034,21421.0,2.9625,430.67088607594934,KE
News & Politics,2011-11-03,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9,18700,13088,441975.0,7.0825,215.72727272727272,US
News & Politics,2018-06-30,UCLTZ5y21NnklrxpU5AfWd8w,Prime9 News,162000,15498,100189.0,3.768,556.2903225806451,IN
News & Politics,2011-07-06,UCczsYSRGukY9LA7Fd_govMw,Himalaya TV,490000,10185,32797.0,3.2005,89.1474358974359,NP
News & Politics,2012-05-17,UCHBDXQDmqnaqIEPdEapEFVQ,New China TV,492266,33865,30364.0,3.104,240.4967741935484,CN
News & Politics,2010-06-16,UCafYgzpyw7aIUYOLjjADu7w,News18 UP Uttarakhan...,818111,22075,15663.0,2.8280000000000003,447.2087912087912,IN
News & Politics,2018-07-13,UCRPLiNeBXlPXA-crUb59PFw,Alo TV Channel,201000,7696,73855.0,3.7769999999999997,302.96666666666664,IN
News & Politics,2008-07-30,UCKVsdeoHExltrWMuK0hOWmg,KTN News Kenya,933408,116878,16593.0,2.8125,353.8269230769231,KE
News & Politics,2014-04-23,UCLLWAXn5F415g2kNAcE_T1g,NTA News,101000,22581,151016.0,4.862,159.47337278106508,NG
News & Politics,2013-09-21,UCdQaMnY_gERhv-aaipvVS7w,shamshad TV,190000,5750,79534.0,3.737,60.664556962025316,AE
News & Politics,2016-06-23,UCk7rHVFVs1Uf_dDOPKc2l0Q,Gulistan news,236139,5726,73106.0,3.8395,77.49382716049382,IN
News & Politics,2006-11-26,UCME81PohuzT1JMCsEtvsD2w,ODN,677000,22162,24030.0,2.932,74.7741935483871,Country not available
News & Politics,2014-07-18,UCIYVU7fPs_n6gJIBso3ryeg,NBC2 News,51000,17632,250933.0,6.7120000000000015,155.54597701149424,US
News & Politics,2017-06-22,UCjpzEgbbDUg4YC6vpSrzsyg,WKMG News 6 ClickOrl...,16700,28896,442996.0,7.2094999999999985,81.4659090909091,US
News & Politics,2006-10-24,UC83jt4dlz1Gjl58fzQrrKZg,CNA,382000,7013,30039.0,3.06,72.89102564102564,SG
News & Politics,2016-09-19,UC1ocm-li9_XmPeAEzQD0PLg,Telly Khabar,855000,37861,18460.0,2.9210000000000003,80.90322580645162,Channel not found
News & Politics,2010-09-13,UCrwE8kVqtIUVUzKui2WVpuQ,Bharatiya Janata Par...,2164559,20692,5699.0,2.4495,143.99354838709678,IN
News & Politics,2009-04-14,UCxZMOY2RdtK6LQUbIYgec4A,CBS Sacramento,29300,17260,404984.0,8.264,186.5611111111111,Country not available
News & Politics,2018-06-11,UCb1ScGnYiuIlc8AT5if67hg,Rajasthan Tak,270000,2981,62081.0,3.8275,149.02564102564102,IN
News & Politics,2006-06-05,UCrmm_7RDZJeQzq2-wvmjueg,The Real News Networ...,352000,13226,48008.0,3.4305,71.99354838709678,US
News & Politics,2013-08-21,UChDKyKQ59fYz3JO2fl0Z6sg,TODAY,1440000,12576,8833.0,2.57,133.00641025641025,Country not available
News & Politics,2010-08-17,UCRGzK5yQvhJD9-ZYGP436JQ,ktnnewstv,67000,11893,197144.0,5.4855,108.76063829787235,PK
News & Politics,2015-10-26,UCdTup4kK7Ze08KYp7ReiuMw,City 42,795590,97775,15666.0,2.8295,109.23566878980891,US
News & Politics,2007-02-22,UC5yvng1eSgffmybUM-51fTw,PennLive.com,20000,15588,553722.0,9.6545,120.27118644067797,US
News & Politics,2017-06-06,UCPEwoZthpr3YZzrvlowpqgw,Kendrabindu News,518840,3029,31114.0,3.0955,68.71052631578948,NP
News & Politics,2018-02-04,UCu9wy-s3NZJZr69xGopqmaw,Free Our Mother Land...,18700,3381,601624.0,11.5715,81.55,US
News & Politics,2017-07-16,UCBQsZhoMwniLOCrBZmDkp2Q,Pakilinks News,919000,4479,15938.0,2.8289999999999997,89.8108108108108,PK
News & Politics,2014-05-30,UC3XaG-7UVi2vD8ZZEMNnnpw,UNTV Public Service ...,419000,43567,33747.0,3.2095,164.44871794871796,PH
News & Politics,2008-01-16,UCFOq-dKCPu3PcmaCMEGDzTA,WKRG,29900,18067,402080.0,8.045499999999999,184.30769230769232,Country not available
News & Politics,2009-12-25,UCxhBb3kP1gaJwpZpv-1pW5A,IANS TV,788345,28553,20350.0,2.9115,88.99354838709678,IN
News & Politics,2011-08-09,UC_2irx_BQR7RsBKmUV9fePQ,ABN Telugu,2320000,41848,4730.0,2.3745,391.2064516129032,IN
News & Politics,2007-05-03,UC3UxJWrUACd2Hk4dMAQKOyw,WYFF News 4,31800,21757,390315.0,6.990499999999999,62.47701149425287,Country not available
News & Politics,2014-09-23,UCiqE4DQsQ0zlwjOV04s2gEA,NewsGlitz - Next Gen...,1870000,6650,6415.0,2.46,81.43870967741935,IN
News & Politics,2016-12-26,UCTSvHZkOStz5Ak2J_q6YRlA,Boishakhi Tv News,502770,24136,27694.0,2.9755000000000003,181.95,BD
News & Politics,2007-10-17,UCKjU3KzdbJE1EFcHVqXC3_g,CBC News: The Nation...,522000,12813,28885.0,2.9845,98.87179487179488,CA
News & Politics,2007-05-03,UCkr9qZ5tj9dGd7JvE3a8X4Q,WLWT,74900,41027,191069.0,5.8915000000000015,130.61046511627907,US
News & Politics,2015-04-26,UCTur7oM6mLL0rM2k0znuZpQ,Express News,2230000,17953,5183.0,2.3985,214.23870967741937,PK
News & Politics,2007-03-28,UCpwvZwUam-URkxB7g4USKpg,RT,3670000,46228,2717.0,2.2195,211.12820512820514,Channel not found
News & Politics,2011-06-14,UCJekW1Vj5fCVEGdye_mBN6Q,SAMAA TV,3983641,42513,2043.0,2.1115,380.13548387096773,PK
News & Politics,2012-03-15,UCvRAX-ujvZ0eTMLGG2vki9w,INQUIRER.net,212000,11210,69147.0,3.897,79.88461538461539,Country not available
News & Politics,2006-09-19,UC8Su5vZCXWRag13H53zWVwA,TIME,690000,9886,23486.0,2.9895,115.71612903225807,US
News & Politics,2015-10-29,UCUDQdVsKssximyFwg4IxnOQ,NTV News,647000,7812,21088.0,2.925,61.9746835443038,BD
News & Politics,2012-04-18,UCuY44m-cD124oITaNkBtsLA,EMTV Online,23104,32865,487112.0,10.4995,198.01176470588234,PG
News & Politics,2013-04-14,UCMeYPU1YfXjxsUa6QXWsfjg,CGTN Africa,316000,42934,51616.0,3.4535,300.56410256410254,Country not available
News & Politics,2011-03-29,UCZ1n9eo4LEY7ZQnkEjMPEfQ,V4 News,67230,13055,210473.0,5.2665,172.20261437908496,IN
News & Politics,2010-05-07,UCzhtAFR4aiLOr8IWqA92-5w,41 Action News,54600,55018,234728.0,4.462,129.22285714285715,US
News & Politics,2007-05-03,UC0ZsHHC_frpcqneDpMiteCQ,WXII 12 News,20100,17100,543489.0,7.845,56.672222222222224,US
News & Politics,2014-06-26,UCl5YgCiwSRVOiC2Nd1P9v1A,99TV Telugu,782000,40656,19603.0,2.8585000000000003,466.96178343949043,IN
News & Politics,2007-08-06,UCJnpF9oROFPvd7wWbPUDdGA,KRQE,137000,69244,119818.0,4.1825,112.2051282051282,US
News & Politics,2008-10-23,UCytSP0M0Jdnw6qIy3Y-nTig,NewsX,384105,119691,39907.0,3.325,425.3483870967742,IN
News & Politics,2014-01-14,UCJg9wBPyKMNA5sRDnvzmkdg,FOX 10 Phoenix,610000,8532,21566.0,2.9545,75.12903225806451,US
News & Politics,2007-09-27,UCK0UUsCjtMRNtS3BPh1Yc4w,ABC Action News,301000,71665,55856.0,3.4989999999999997,491.04487179487177,Country not available
News & Politics,2015-08-20,UCaeO5vkdj5xOQHp4UmIN6dw,The Daily Wire,1680000,4653,7949.0,2.57,61.73548387096774,US
News & Politics,2010-04-20,UC2rLSYDm92QMytS9yIkT8UQ,FOX 4 Now,75700,49650,191656.0,5.8355,244.7396449704142,US
News & Politics,2013-04-24,UCAeWdyKJXGWmVAXFpgLNNTg,CBS Evening News,526000,16478,27483.0,2.9865,113.28205128205128,Country not available
News & Politics,2017-01-04,UCxlr8HztjOTxnc9hDVVOW8w,National Voice,394000,11579,44818.0,3.355,192.47619047619048,IN
News & Politics,2007-03-20,UCFgFRk_6jae5D6KUokxIPfg,WTNH News8,71100,47188,206714.0,6.178999999999999,138.08333333333334,US
News & Politics,2007-08-21,UCSFLs1nwzqSC3Tq6cXhJkLg,WTHR,29900,40295,405417.0,8.2905,72.09826589595376,US
News & Politics,2016-11-24,UCvjqPU2VieP_BtYNtnrNatQ,VK News,2720000,7974,3656.0,2.2755,125.64963503649635,IN
News & Politics,2017-03-04,UCdDDI_RspwNf_0AADlThxYQ,Daily Trending News,1705130,13080,8107.0,2.5610000000000004,190.21374045801528,IN
News & Politics,2016-10-05,UCie7RmdcnvXA1FXHRJa7WtA,KCTV5 News,12700,9408,782225.0,9.484,133.47682119205297,US
News & Politics,2009-04-18,UCfvBdJc19LgQ9MracAerOYg,TEN NEWS,199766,25768,83403.0,4.2895,108.6,IN
News & Politics,2014-08-05,UCswUFTHsWJ4dWAPGOlDLe6w,Munsif TV Live,261599,13991,66606.0,4.0195,99.52229299363057,Channel not found
News & Politics,2017-01-29,UCu3dYw4N8q383xoh3FxZREA,World Source,12800,4910,832403.0,13.3585,64.07619047619048,US
News & Politics,2013-08-26,UCBU0SoyQRFlxZdxoOiHPTYw,Storyful News,161000,7224,98976.0,3.6575,56.289308176100626,US
News & Politics,2018-08-06,UCsRKb5x9Rem0UW-pjl_7Bog,24TV,60500,12429,223397.0,6.567,475.24074074074076,US
News & Politics,2008-02-27,UC_vRepQuzI527GtEP1pGYZw,News24,233738,17056,66179.0,4.0315,78.66025641025641,ZA
News & Politics,2012-10-18,UC9VSDs4ZXo3sjOoPkmW2iRQ,TV3 NETWORK LIMITED ...,87059,17931,174461.0,5.0965,130.69662921348313,GH
News & Politics,2016-01-12,UCckltLEhFLv8Xz_lQhYfwmg,Hiru News,473000,23953,32637.0,3.172,118.0754716981132,LK
News & Politics,2011-06-29,UC-k-O6psaHBwJvjsT65CUpA,Mass Tea Party - Wak...,41400,23973,338577.0,6.207999999999998,91.05747126436782,Country not available
News & Politics,2014-03-01,UC_X03U7OQQZcdOVxtR9HcLA,Power TV Talk Shows,1871303,19324,6896.0,2.519,146.08982035928145,PK
News & Politics,2018-01-23,UC1CcQIR09HsBE8S555TpPdA,Newspoint Live,58800,1709,250685.0,6.7989999999999995,90.1875,IN
News & Politics,2008-11-28,UC0rZoXAD5lxgBHMsjrGwWWQ,Styxhexenhammer666,389000,5142,45463.0,3.321,58.92258064516129,US
News & Politics,2013-02-15,UCKwucPzHZ7zCUIf7If-Wo1g,DD News,2020000,95333,6107.0,2.4695,932.258064516129,IN
News & Politics,2016-05-26,UCrCjj30QhGe60Wtb5GzTCJA,Dharuvu Tv,277000,8561,61131.0,3.793,128.45138888888889,IN
News & Politics,2018-05-29,UCrp_UI8XtuYfpiqluWLD7Lw,CNBC Television,265000,27787,51809.0,3.4695,886.6461538461539,US
News & Politics,2006-06-27,UCgBVz3EzHYKpPS0BITvLRsg,kxan,65900,62800,218977.0,4.933,230.27325581395348,US
News & Politics,2017-10-20,UCIHJMzz_wfpggVFf-PJehlA,Mobile Journalist,457000,4890,31903.0,3.0839999999999996,118.67415730337079,IN
News & Politics,2014-01-28,UCe3SGLXfMSyYlLvnaID_hJA,APN NEWS,120000,29565,129950.0,3.999,345.02890173410407,IN
News & Politics,2007-01-15,UC3yh5vp9HPyUPzDWy46K0sA,The Oklahoman,23600,8520,486872.0,10.467,84.0,US
News & Politics,2017-02-24,UCsDb5pOn303kWylYMjlLUWA,New Waves,468000,24201,36827.0,3.2085,223.0,IN
News & Politics,2006-03-08,UCp1KrVaZDZ7BOI_QBuTWWmg,KING 5,52800,18453,234395.0,5.036499999999998,218.26111111111112,US
News & Politics,2011-07-25,UC2tXxMpewnaXGIR8TJaZGZA,FX Empire,29400,44785,403326.0,8.0705,197.9837837837838,IL
News & Politics,2011-01-03,UCew_4g9aQ7xi1iGQOgHaYtQ,kuamnews,16800,22846,611780.0,9.462,71.92391304347827,GU
News & Politics,2017-07-03,UC_YFbvKedjnVjqrZqBR4L8Q,News4JAX,19500,37006,554929.0,9.622,432.65277777777777,US
News & Politics,2007-05-03,UCojNA7ZvnmGuIvYnm44wl3Q,WLKY News Louisville...,40600,37718,298096.0,8.14,148.35195530726256,US
News & Politics,2006-09-19,UCSrZ3UV4jOidv8ppoVuvW9Q,euronews (in English...,963000,71907,15074.0,2.7870000000000004,142.38064516129032,GB
News & Politics,2008-04-22,UCldfgbzNILYZA4dmDt4Cd6A,Secular Talk,721000,13278,22209.0,2.94,62.28846153846154,Country not available
News & Politics,2015-04-05,UCh8Hm1lCTKaz5EW6ady0Dfg,Viable Tv,65700,3372,215851.0,4.89,90.65625,NG
News & Politics,2007-11-02,UCwga1dPCqBddbtq5KYRii2g,NTVUganda,343321,43383,47697.0,3.3735000000000004,120.63461538461539,UG
News & Politics,2013-10-04,UCNbIDJNNgaRrXOD7VllIMRQ,One America News Net...,415000,7938,32749.0,3.1855,86.18709677419355,US
News & Politics,2013-06-24,UCs4TGanvFtdeg4E4Muggm9g,Fort Worth Star-Tele...,27000,10268,422673.0,8.519499999999999,67.75675675675676,US
News & Politics,2011-12-01,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC,1910000,23393,5600.0,2.444,253.7225806451613,Country not available
News & Politics,2012-11-06,UC5aeU5hk31cLzq_sAExLVWg,Ruptly,804726,91209,19472.0,2.8745,612.3677419354839,Channel not found
News & Politics,2016-03-21,UCDmXyuvUm8aDC4asAOgFrgQ,MassLive,28100,9825,385648.0,6.577000000000001,112.66292134831461,US
News & Politics,2015-12-31,UCV1DtcIW2eBJ8fEXBhc9a9w,Connect Gujarat TV,345000,6282,47819.0,3.3930000000000002,60.02985074626866,IN
News & Politics,2007-09-04,UCknLrEdhRCp1aegoMqRaCZg,DW News,716000,22163,17145.0,2.85,62.193548387096776,DE
News & Politics,2013-12-17,UCIz42pf8TnHm8K_exdtTA_Q,TVNXT TELUGU,415000,4973,34813.0,3.2375000000000003,58.294871794871796,IN
News & Politics,2016-07-12,UCsL03z5sLvA0t8sjwDWf_3A,GhanaWeb TV,162529,14661,93816.0,3.9835,201.5125,US
News & Politics,2012-09-11,UC0bBYj4NEC416pOu4Krjmpg,Panahon TV,15700,23466,654256.0,8.7395,130.35326086956522,Country not available
News & Politics,2017-06-23,UC8Xb-hkR53QVN4GlUHi1iZg,Bharat Samachar,538000,16991,29877.0,3.022,351.0093457943925,IN
News & Politics,2017-02-17,UCJCreS7pODbA6XYRsI5fdLg,WWLTV,15000,6678,667592.0,9.208,102.96062992125984,US
News & Politics,2017-06-29,UCQqPfE8CIUhdp5bEdC_zKXQ,BOL Media BOL,549000,4161,24198.0,2.9195,80.64655172413794,Channel not found
News & Politics,2011-05-06,UCPsSnSR7ymSE8on3wafNbqg,WSB-TV,81900,8316,174393.0,5.1275,76.95402298850574,US
News & Politics,2016-04-05,UCsHqW4f2WIjSHjyyuphhHqQ,Cambodia News Daily,63600,4283,234800.0,4.4755,71.47368421052632,US
News & Politics,2013-09-11,UCv98nH5lII-twQqyvFVRe8Q,Mango News,816000,24878,19994.0,2.8525,223.1483870967742,IN
News & Politics,2018-02-08,UCHtz3XQ9eoaQUuBnm3s0ydA,city channel,39444,10153,324368.0,7.7115,275.7647058823529,IN
News & Politics,2012-01-20,UCCgLMMp4lv7fSD2sBz1Ai6Q,OTV,2310000,71018,4276.0,2.351,61.55128205128205,IN
News & Politics,2017-03-18,UCubZ7j3sba8uguy8Yq6xi_A,S Cube - Hungama,355000,6966,48010.0,3.4330000000000003,114.96212121212122,IN
News & Politics,2014-07-25,UCuFFtHWoLl5fauMMD5Ww2jA,CBC News,1460000,14228,8396.0,2.536,113.58333333333333,CA
News & Politics,2008-10-09,UCIVk1L1-JmpdiGuZcVjImtA,ABC15 Arizona,175000,71190,94705.0,3.8875,273.4230769230769,US
News & Politics,2015-10-21,UCxHoBXkY88Tb8z1Ssj6CWsQ,SOMOY TV,3490000,35748,2114.0,2.131,377.27777777777777,US
News & Politics,2015-03-17,UC7fWeaHhqgM4Ry-RMpM2YYw,TRT World,496000,33947,28228.0,3.009,329.626582278481,TR
News & Politics,2006-03-20,UCP6HGa63sBC7-KHtkme-p-g,USA TODAY,1100000,24033,12019.0,2.688,167.8,US
News & Politics,2016-03-21,UCJkc1COQO0WiZ2CI7dRdwAQ,cleveland.com,43600,12074,275111.0,6.3245000000000005,134.85882352941175,US
News & Politics,2013-10-30,UCQC1wGbOOIoC23fRGxt4kbg,Tez,3190000,23663,3003.0,2.2285,73.44516129032257,IN
News & Politics,2007-05-03,UCaqEHP76q9TblVUO3sHFSQQ,wgaltv,11100,26619,848314.0,15.0465,107.53191489361703,Country not available
News & Politics,2005-12-21,UC1yBKRuGpC1tSM73A0ZjYjQ,The Young Turks,4470000,37847,1995.0,2.0995,161.4258064516129,US
News & Politics,2015-09-12,UC_wOU3PYfF5yNQ00nthAkfA,TV9 Today,505000,7072,28925.0,2.9815,94.96385542168674,IN
News & Politics,2007-01-15,UCLKJThNsMXfridSO3vgwNvQ,b/60,125000,17165,127567.0,3.988,81.0,US
News & Politics,2016-05-19,UC_gUM8rL-Lrg6O3adPW9K1g,WION,359000,36269,45800.0,3.301,455.3269230769231,IN
News & Politics,2008-02-04,UCCXoCcu9Rp7NPbTzIvogpZg,Fox Business,713000,44886,19974.0,2.8495,440.77564102564105,US
News & Politics,2013-01-24,UCgrNz-aDmcr2uuto8_DL2jg,CGTN,924000,73090,14784.0,2.7895,439.4935897435897,CN
News & Politics,2013-01-23,UCKgAB8lqTbqbwXC-e6_9lhQ,KGW News,22119,17172,416579.0,8.1115,286.7731092436975,US
News & Politics,2014-02-27,UCgjKoxF0smCvd0JpraXRXCw,Impact TV,240000,5392,65423.0,3.8305,56.68987341772152,IN
News & Politics,2016-02-03,UCWccuWvLF2-q53g_liVLxBg,Neo TV Network,1630000,21698,8905.0,2.543,261.8690476190476,PK
News & Politics,2017-08-21,UCZhOl-mAJwNMFSl9Nq1a8cQ,Solika News,76700,4046,189018.0,5.9304999999999986,79.39393939393939,Channel not found
News & Politics,2014-04-09,UCuzS3rPQAYqHcLWqOFuY0pw,News24,4780000,53812,1696.0,2.0869999999999997,569.9935483870968,IN
News & Politics,2006-08-02,UC_-gT7OYiRCK9Sp8SIv9WgQ,CBS Denver,34200,24818,357000.0,7.575000000000001,180.42857142857142,US
News & Politics,2015-05-15,UC5-_zkjKabYd7tsLucKsriw,DDPodhigaiTV,60400,8551,201880.0,5.622999999999999,67.10071942446044,IN
News & Politics,2010-02-11,UCczrL-2b-gYK3l4yDld4XlQ,RT America,1000000,24976,15799.0,2.8169999999999997,144.59615384615384,Channel not found
News & Politics,2007-05-03,UC41xJSNY2xCPC4-gOsRcDcg,KOAT,38800,32064,337805.0,6.428,109.35955056179775,Country not available
News & Politics,2005-10-02,UCupvZG-5ko_eiXAupbDfxWw,CNN,7500000,146299,720.0,2.0869999999999997,247.03870967741935,Country not available
News & Politics,2008-01-19,UC9CYT9gSNLevX5ey2_6CK0Q,NDTV India,3330000,18027,1608.0,2.0869999999999997,166.28846153846155,IN
News & Politics,2011-09-26,UCypNjM5hP1qcUqQZe57jNfg,KBC Channel 1,90600,24139,164202.0,5.324,207.76878612716763,KE
News & Politics,2012-06-21,UCKlgbbF9wphTKATOWiG5jPQ,Adom TV,261000,24189,61924.0,3.7960000000000003,235.7948717948718,GH
News & Politics,2006-05-08,UCZFMm1mMw0F81Z37aaEzTUA,NDTV,5459870,79096,1371.0,2.0869999999999997,384.8333333333333,IN
News & Politics,2014-05-16,UCjHWv2DU5-HLpogAAr386DQ,FOX 5 Atlanta,106000,18372,146773.0,4.0995,116.625,US
News & Politics,2008-08-08,UCQIycDaLsBpMKjOCeaKUYVg,CNBC Awaaz,931702,29061,16578.0,2.8195,275.3269230769231,IN
News & Politics,2015-01-23,UCsgC5cbz3DE2Shh34gNKiog,92 News HD,1750000,38131,6325.0,2.47,152.3987341772152,PK
News & Politics,2009-07-23,UCsBvSBqYRAbg8tIcFt_hJ1w,NEWS 1130,13800,10131,645246.0,9.169,77.49462365591398,CA
News & Politics,2014-06-08,UCPCOvHq2iCRvt4NrOp5sunQ,FACE HD TV,105000,10718,143920.0,4.3915,81.22155688622755,Country not available
News & Politics,2013-01-26,UCDCMjD1XIAsCZsYHNMGVcog,V6 News Telugu,3970000,123665,2143.0,2.133,601.516129032258,IN
News & Politics,2006-06-17,UCvJJ_dzjViJCoLf5uKUTwoA,CNBC,1010000,13870,11604.0,2.6605,124.3974358974359,Country not available
News & Politics,2009-06-13,UCqk7J74c0gWpV9p7eVglFZw,FOX 8 News Cleveland...,33200,14800,340660.0,5.898,59.949438202247194,US
News & Politics,2017-02-06,UCtlOBrA93cytbIp0YzX_0YA,Bharat Today,509000,39730,31003.0,3.064,378.37984496124034,IN
News & Politics,2016-09-01,UCrM7B7SL_g1edFOnmj-SDKg,Bloomberg Technology...,225000,4144,69759.0,3.82,58.92063492063492,Country not available
News & Politics,2011-11-01,UCIrSLwV19akYI9CT9oQm7uA,Mind The News,681000,6872,23573.0,2.955,94.25465838509317,IN
News & Politics,2008-09-25,UCf8w5m0YsRa8MHQ5bwSGmbw,asianetnews,3270000,102074,2834.0,2.2275,472.76129032258063,IN
News & Politics,2015-01-26,UCAsvFcpUQegneSh0QAUd64A,Neo Tv Network - Off...,1130000,37080,13106.0,2.75,495.8125,PK
News & Politics,2007-11-01,UCIrgpHvUm1FMtv-C1xwkJtw,azfamily powered by ...,21400,17866,459196.0,8.738999999999999,166.64705882352942,US
News & Politics,2013-12-04,UCkH1uDkyuO9sVjSqdqBygOg,CBS Los Angeles,327000,41798,52786.0,3.5,427.5527950310559,Country not available
News & Politics,2007-01-10,UC_vt34wimdCzdkrzVejwX9g,Geo News,4793825,37087,1697.0,2.0869999999999997,552.341935483871,PK
News & Politics,2007-11-24,UCI_mwTKUhicNzFrhm33MzBQ,ET NOW,233000,37090,67363.0,4.0615000000000006,154.76923076923077,IN
News & Politics,2014-08-21,UCGyZswzm4G-wEfRQHgMSAuw,News7 Tamil,2824885,115356,3469.0,2.2955,114.99354838709678,IN
News & Politics,2014-10-22,UCIRYBXDze5krPDzAEOxFGVA,Guardian News,549000,5331,30017.0,3.0435,62.9559748427673,GB
News & Politics,2015-07-08,UC1_E8NeF5QHY2dtdLRBCCLA,africanews,145000,12961,104434.0,4.4135,134.99411764705883,Country not available
News & Politics,2007-05-03,UCWTkpYvniGIUe1jeCncFzKw,KMBC 9,42700,31187,298412.0,8.1255,78.00568181818181,US
News & Politics,2009-05-31,UCQcPBLsq9rRc5TxDqSz_Dog,Your Black World,355000,10692,50777.0,3.4350000000000005,102.92258064516129,US
News & Politics,2016-02-26,UCCTrqrHKqdS915K-TpMG6pg,News world odisha,453000,21942,38538.0,3.2375000000000003,130.98709677419356,IN
News & Politics,2015-02-15,UCGy6uV7yqGWDeUWTZzT3ZEg,Rebel News,1270000,11869,12327.0,2.693,103.33974358974359,CA
News & Politics,2006-09-27,UC8p1vwvWtl6T73JiExfWs1g,CBS News,1870000,71889,5857.0,2.4595,311.03205128205127,US
News & Politics,2007-10-29,UCqYw-CTd1dU2yGI71sEyqNw,GMA News,4436635,308522,1596.0,2.0869999999999997,140.35897435897436,PH
News & Politics,2014-10-29,UC_ab7FFA2ACk2yTHgNan8lQ,RT UK,162477,11574,105024.0,4.553,117.87898089171975,Channel not found
News & Politics,2008-11-18,UCdWfm3zOoZUrf5X4TLd4CPA,Dukascopy TV (EN),28156,30149,443268.0,7.258000000000001,91.16867469879519,CH
News & Politics,2018-07-23,UCSWSOS6YXUbNMzTH-tV7Pfw,Biz Tak,460000,3760,32217.0,3.116,208.15,IN
