display_id,event_type,region,event,duration,is_live,channel_activity,capitalisation_ratio,subjectivity_score
o3687HJN9yc,environmental,US,Hurricane Harvey (2017),240,0,3.896551724137931,0.07228915662650602,0.6612651
o3687HJN9yc,environmental,US,Hurricane Harvey (2017),240,0,3.896551724137931,0.07228915662650602,0.45956254
o3687HJN9yc,environmental,US,Hurricane Maria (2017),240,0,3.896551724137931,0.07228915662650602,0.5863975
o3687HJN9yc,environmental,US,Hurricane Maria (2017),240,0,3.896551724137931,0.07228915662650602,0.3734008
tqkzeJrKaOs,environmental,US,Hurricane Harvey (2017),128,1,5.827586206896552,0.140625,0.3283919
ARrX3FSnivQ,environmental,US,Hurricane Harvey (2017),204,0,5.413793103448276,0.044444444444444446,0.5900421
TvTAoT3IbB0,environmental,US,Hurricane Harvey (2017),119,0,5.620689655172414,0.10666666666666667,0.97895956
TvTAoT3IbB0,environmental,US,Hurricane Harvey (2017),119,0,5.620689655172414,0.10666666666666667,0.83880615
TvTAoT3IbB0,environmental,US,Hurricane Michael (2018),119,0,5.620689655172414,0.10666666666666667,0.47679484
TvTAoT3IbB0,environmental,US,Hurricane Michael (2018),119,0,5.620689655172414,0.10666666666666667,0.7509268
7QEqUp8k81Y,environmental,US,Hurricane Harvey (2017),148,0,5.689655172413793,0.02857142857142857,0.10323858
Vh3NmSh8Lwc,environmental,US,Hurricane Harvey (2017),120,0,5.931034482758621,0.058823529411764705,0.6280381
k9-22Kd8qBw,environmental,US,Hurricane Harvey (2017),88,0,5.9655172413793105,0.18181818181818182,0.32112283
8Pp_l8sucX4,environmental,US,Hurricane Harvey (2017),192,0,5.517241379310345,0.08333333333333333,0.47826725
_922vSfRDq4,environmental,US,Hurricane Harvey (2017),227,0,5.620689655172414,0.16666666666666666,0.020493716
Tp7H9G_4mcQ,environmental,US,Hurricane Harvey (2017),839,0,5.724137931034483,0.03571428571428571,0.1757788
AprBaZQLbKY,environmental,US,Hurricane Harvey (2017),167,0,5.724137931034483,0.10810810810810811,0.530477
qkCYLK5aeRU,environmental,US,Hurricane Harvey (2017),188,0,5.724137931034483,0.06976744186046512,0.96903014
lKuYepoFiaQ,environmental,US,Hurricane Harvey (2017),143,0,5.931034482758621,0.027777777777777776,0.033004902
QzdW_91qybs,environmental,US,Hurricane Harvey (2017),104,0,6.241379310344827,0.043478260869565216,0.7258855
wApcT_FTLew,environmental,US,Hurricane Harvey (2017),151,0,6.241379310344827,0.05263157894736842,0.8032605
B4elcq6cNM0,environmental,US,Hurricane Harvey (2017),141,0,6.241379310344827,0.08163265306122448,0.112555265
fMPQ6kVv1kU,environmental,US,Hurricane Harvey (2017),222,0,6.241379310344827,0.06451612903225806,0.000378377
BP0DRc4BKTM,environmental,US,Hurricane Harvey (2017),423,0,6.310344827586207,0.044444444444444446,0.00873866
5R0tWTXBUGI,environmental,US,Hurricane Harvey (2017),244,0,6.310344827586207,0.0625,0.6855824
OgZe5Ymz07k,environmental,US,Hurricane Harvey (2017),296,0,6.517241379310345,0.08823529411764706,0.66037196
9J742TS-7n8,environmental,US,Hurricane Harvey (2017),22,0,6.517241379310345,0.07692307692307693,0.012297523
nPKHVlQGsC8,environmental,US,Hurricane Harvey (2017),122,0,6.517241379310345,0.10869565217391304,0.70302194
OkiV3C1p34Y,environmental,US,Hurricane Harvey (2017),285,0,6.517241379310345,0.034482758620689655,0.91778624
kT3MwgcWBjo,environmental,US,Hurricane Harvey (2017),201,0,6.758620689655173,0.10810810810810811,0.3086276
hPupv2HNex8,environmental,US,Hurricane Harvey (2017),157,0,6.827586206896552,0.05263157894736842,0.52656907
EW7yR5NNJnw,environmental,US,Hurricane Harvey (2017),118,0,5.206896551724138,0.07142857142857142,0.27054238
b-eESmiu-_U,environmental,US,Hurricane Harvey (2017),273,0,12.379310344827585,0.1111111111111111,0.13283852
XdUIe5X35Dk,environmental,US,Hurricane Harvey (2017),143,0,12.379310344827585,0.125,0.98279655
auh0XWK70lU,environmental,US,Hurricane Harvey (2017),209,0,12.724137931034482,0.09375,0.13850395
RQHr-C43xu4,environmental,US,Hurricane Harvey (2017),193,0,12.724137931034482,0.06666666666666667,0.18643782
lbZvBerKEAU,environmental,US,Hurricane Harvey (2017),247,0,12.655172413793103,0.2916666666666667,0.29888946
Qvh1YTlWrWw,environmental,US,Hurricane Harvey (2017),435,0,12.655172413793103,0.2916666666666667,0.19116712
R7II5SUl5gc,environmental,US,Hurricane Harvey (2017),225,0,12.655172413793103,0.2916666666666667,0.18384501
_mgpDbJI2oA,environmental,US,Hurricane Harvey (2017),269,0,13.0,0.2916666666666667,0.98838454
INlgZmzqUy4,environmental,US,Hurricane Harvey (2017),18,0,9.586206896551724,0.08,0.7683078
iQw3G3l7Dmk,environmental,US,Hurricane Harvey (2017),192,0,3.6206896551724137,0.1,0.38836038
lqhik6YgCjg,environmental,US,Hurricane Harvey (2017),151,0,3.6206896551724137,0.12,0.21092366
ebOvGJT7LvQ,environmental,US,Hurricane Harvey (2017),133,0,8.793103448275861,0.038461538461538464,0.72253007
bp4-37aolYs,environmental,US,Hurricane Harvey (2017),389,0,7.482758620689655,0.18181818181818182,0.6504636
O-VvcULeXCQ,environmental,US,Hurricane Harvey (2017),67,0,7.482758620689655,0.14285714285714285,0.3957207
E_x9PZec6e8,environmental,US,Hurricane Harvey (2017),164,0,7.655172413793103,0.175,0.12602422
pUUYMEgMc6w,environmental,US,Hurricane Harvey (2017),160,0,6.758620689655173,0.075,0.6108484
XKz-tbRpm6M,environmental,US,Hurricane Harvey (2017),154,0,6.862068965517241,0.06521739130434782,0.11485644
u3j9NBtoqcM,environmental,US,Hurricane Harvey (2017),192,0,6.551724137931035,0.07142857142857142,0.7171324
UnECwvZ57Qg,environmental,US,Hurricane Harvey (2017),199,0,5.275862068965517,0.06976744186046512,0.1989721
YRjlrIyaEVo,environmental,US,Hurricane Harvey (2017),108,0,6.310344827586207,0.08,0.67012525
bkUi1_eSuag,environmental,US,Hurricane Harvey (2017),183,0,6.551724137931035,0.024390243902439025,0.22223993
wY1ipT6TJEg,environmental,US,Hurricane Harvey (2017),142,0,7.172413793103448,0.04878048780487805,0.8045664
8V3IDvXfES0,environmental,US,Hurricane Harvey (2017),203,0,7.448275862068965,0.03333333333333333,0.45661163
LI6mw3NjyH4,environmental,US,Hurricane Harvey (2017),97,0,7.448275862068965,0.06060606060606061,0.64387906
VIQKo9CXg20,environmental,US,Hurricane Harvey (2017),136,0,7.379310344827586,0.020833333333333332,0.18751605
5qrr3ZI7Hyk,environmental,US,Hurricane Harvey (2017),98,0,7.379310344827586,0.04918032786885246,0.5385539
7_txlYIeLvY,environmental,US,Hurricane Harvey (2017),28,0,7.379310344827586,0.10256410256410256,0.92723376
Mbd3FBU9lK8,environmental,US,Hurricane Harvey (2017),125,0,7.586206896551724,0.05714285714285714,0.8427072
NDaCeHHkujA,environmental,US,Hurricane Harvey (2017),186,0,7.586206896551724,0.08333333333333333,0.8382124
vDwkENU1dvI,environmental,US,Hurricane Harvey (2017),96,0,7.137931034482759,0.0967741935483871,0.0021814955
bif3cwQbcfY,environmental,US,Hurricane Harvey (2017),170,0,7.896551724137931,0.05263157894736842,0.16212296
u0CRt-0cJlg,environmental,US,Hurricane Harvey (2017),102,0,7.896551724137931,0.08333333333333333,0.72875196
V0Xkk9W7bf0,environmental,US,Hurricane Harvey (2017),178,0,8.241379310344827,0.1,0.853683
ySJb1h0eB-A,environmental,US,Hurricane Harvey (2017),282,0,8.241379310344827,0.07894736842105263,0.23522633
fvAcAzrlIcA,environmental,US,Hurricane Harvey (2017),167,0,6.896551724137931,0.04054054054054054,0.8011826
WD7lgMYQsWw,environmental,US,Hurricane Harvey (2017),239,0,7.068965517241379,0.09523809523809523,0.7157483
Snkn5quqw2A,environmental,US,Hurricane Harvey (2017),173,0,7.827586206896552,0.09375,0.042232897
EBJZX0SWql8,environmental,US,Hurricane Harvey (2017),175,0,7.827586206896552,0.06896551724137931,0.7334778
b1LOJFZp6QQ,environmental,US,Hurricane Harvey (2017),178,0,7.896551724137931,0.06666666666666667,0.38164943
hlTXyPQzdxM,environmental,US,Hurricane Harvey (2017),110,0,11.310344827586206,0.08823529411764706,0.6733455
b0Q8bB9-29U,environmental,US,Hurricane Harvey (2017),148,0,10.862068965517242,0.05555555555555555,0.17046858
EGCf9U9L7rk,environmental,US,Hurricane Harvey (2017),115,0,10.862068965517242,0.07692307692307693,0.4319825
Ul5WXZWs2rQ,environmental,US,Hurricane Harvey (2017),186,0,10.862068965517242,0.14285714285714285,0.5751575
dQL0c3jfTCU,environmental,US,Hurricane Harvey (2017),43,0,10.862068965517242,0.08,0.8816118
hQHCuuv8kIA,environmental,US,Hurricane Harvey (2017),60,0,10.862068965517242,0.13793103448275862,0.98647857
2BEq4u_R088,environmental,US,Hurricane Harvey (2017),112,0,10.517241379310345,0.02564102564102564,0.58384794
OsAZDJMot08,environmental,US,Hurricane Harvey (2017),173,0,10.724137931034482,0.1282051282051282,0.67630637
Bg-qcW2AH-k,environmental,US,Hurricane Harvey (2017),103,0,10.931034482758621,0.1388888888888889,0.96543205
nQ0fm60Fs4Q,environmental,US,Hurricane Harvey (2017),162,0,10.586206896551724,0.12244897959183673,0.08769193
Aa9CvzZLvsk,environmental,US,Hurricane Harvey (2017),214,0,11.068965517241379,0.06976744186046512,0.40907457
vOxxQunlHwM,environmental,US,Hurricane Harvey (2017),173,0,11.206896551724139,0.07142857142857142,0.4974413
aiuKzW6sRs8,environmental,US,Hurricane Harvey (2017),222,0,11.379310344827585,0.1,0.0047217547
_L9lGZW85Ho,environmental,US,Hurricane Harvey (2017),98,0,11.482758620689655,0.027777777777777776,0.23765907
OwKmEls_01c,environmental,US,Hurricane Harvey (2017),226,0,11.0,0.03773584905660377,0.8642062
GntDs6sceE0,environmental,US,Hurricane Harvey (2017),191,0,11.517241379310345,0.02,0.30249745
PhtgQfx-IDI,environmental,US,Hurricane Harvey (2017),191,0,11.517241379310345,0.02,0.46288365
jZ9rr2nbxt4,environmental,US,Hurricane Harvey (2017),360,0,11.517241379310345,0.10344827586206896,0.24935697
wgr-FcgW_iA,environmental,US,Hurricane Harvey (2017),218,0,11.344827586206897,0.0625,0.14055341
wtZfmJcGlRQ,environmental,US,Hurricane Harvey (2017),184,0,11.344827586206897,0.11428571428571428,0.04855461
21HBvyScKsQ,environmental,US,Hurricane Harvey (2017),75,0,11.344827586206897,0.058823529411764705,0.7448681
20ytMa85nIQ,environmental,US,Hurricane Harvey (2017),267,0,11.344827586206897,0.05405405405405406,0.59441406
zhhnfFAXUx4,environmental,US,Hurricane Harvey (2017),220,0,11.413793103448276,0.05,0.6278924
Jmwpn4u9vxE,environmental,US,Hurricane Harvey (2017),141,0,11.586206896551724,0.046511627906976744,0.046750825
b5h-BjDsADw,environmental,US,Hurricane Harvey (2017),129,0,11.586206896551724,0.09090909090909091,0.9493115
R-ndhdhT3kY,environmental,US,Hurricane Harvey (2017),50,0,11.89655172413793,0.14705882352941177,0.4994929
7Pmh7c9Q7MI,environmental,US,Hurricane Harvey (2017),159,0,11.862068965517242,0.08108108108108109,0.15165225
t4Jvu7cEO5E,environmental,US,Hurricane Harvey (2017),207,0,12.03448275862069,0.075,0.707135
7SMeujCxwcY,environmental,US,Hurricane Harvey (2017),169,0,12.137931034482758,0.05454545454545454,0.48925662
mi3G84v_K78,environmental,US,Hurricane Harvey (2017),188,0,12.172413793103448,0.09090909090909091,0.31724045
5pKOeJfcGwE,environmental,US,Hurricane Harvey (2017),60,0,12.482758620689655,0.07692307692307693,0.3736794
p22G0pJ6KU8,environmental,US,Hurricane Harvey (2017),133,0,12.689655172413794,0.08108108108108109,0.24080808
U8hBg6bd1AY,environmental,US,Hurricane Harvey (2017),173,0,13.620689655172415,0.0967741935483871,0.96272624
xHwO74Nfnpc,environmental,US,Hurricane Harvey (2017),216,0,13.517241379310345,0.09523809523809523,0.8137682
gWkR-ctv98g,environmental,US,Hurricane Harvey (2017),165,0,13.517241379310345,0.06666666666666667,0.66472983
nZCmf76di4o,environmental,US,Hurricane Harvey (2017),186,0,13.482758620689655,0.08695652173913043,0.66535527
UqoYXVQTntw,environmental,US,Hurricane Harvey (2017),236,0,13.379310344827585,0.13333333333333333,0.19108425
Jp7tJzD4wzw,environmental,US,Hurricane Harvey (2017),195,0,12.482758620689655,0.05714285714285714,0.89983195
o3yOBMV7lwU,environmental,US,Hurricane Harvey (2017),157,0,12.482758620689655,0.11764705882352941,0.20241602
zSoKmlBqT9g,environmental,US,Hurricane Harvey (2017),248,0,12.482758620689655,0.09523809523809523,0.6800459
IwZ6IjM4X2I,environmental,US,Hurricane Harvey (2017),185,0,12.482758620689655,0.05263157894736842,0.8103973
fR9hrSaWGk4,environmental,US,Hurricane Harvey (2017),80,0,12.482758620689655,0.045454545454545456,0.27421936
G3CkXl9IM7U,environmental,US,Hurricane Harvey (2017),232,0,55.758620689655174,0.030303030303030304,0.37325716
8Mf5fHB_9Eg,environmental,US,Hurricane Harvey (2017),89,0,65.27586206896552,0.10256410256410256,0.2926048
kry79JKetPU,environmental,US,Hurricane Harvey (2017),87,0,67.0,0.05263157894736842,0.51193875
wJ7Ea2Mda74,environmental,US,Hurricane Harvey (2017),809,0,5.241379310344827,0.1590909090909091,0.62922037
ZL1uIsl4k0s,environmental,US,Hurricane Harvey (2017),1108,1,5.103448275862069,0.23943661971830985,0.57584745
T_D1A_hfHFE,environmental,US,Hurricane Harvey (2017),1211,0,5.103448275862069,0.1206896551724138,0.6921241
VD_J73816z0,environmental,US,Hurricane Harvey (2017),228,0,5.068965517241379,0.1346153846153846,0.015294945
ML5kSJeD8os,environmental,US,Hurricane Harvey (2017),954,1,5.275862068965517,0.11940298507462686,0.102028556
NMT48KEgbN8,environmental,US,Hurricane Harvey (2017),280,0,5.379310344827586,0.12195121951219512,0.1694843
6hs3HCUI7Ww,environmental,US,Hurricane Harvey (2017),133,0,3.793103448275862,0.17073170731707318,0.72173846
_1CgATTWhQk,environmental,US,Hurricane Harvey (2017),39,0,7.275862068965517,0.07407407407407407,0.4530778
3khsx0SM6c0,environmental,US,Hurricane Harvey (2017),122,0,8.379310344827585,0.041666666666666664,0.22046126
JAMiyma3tuc,environmental,US,Hurricane Harvey (2017),35,0,8.827586206896552,0.06521739130434782,0.74509925
MDJEUHL6iro,environmental,US,Hurricane Harvey (2017),150,0,8.827586206896552,0.16216216216216217,0.9393883
WSph3wUPC8Y,environmental,US,Hurricane Harvey (2017),65,0,8.827586206896552,0.06382978723404255,0.6981817
Z11pkPABkGc,environmental,US,Hurricane Harvey (2017),99,0,9.275862068965518,0.05714285714285714,0.7309738
4XYPFondfOU,environmental,US,Hurricane Harvey (2017),46,0,9.241379310344827,0.02857142857142857,0.7476042
31L8FtR0M_A,environmental,US,Hurricane Harvey (2017),38,0,9.241379310344827,0.14814814814814814,0.9830883
qAScs2bock0,environmental,US,Hurricane Harvey (2017),43,0,9.10344827586207,0.08695652173913043,0.7323323
bFS5qy-D3Aw,environmental,US,Hurricane Harvey (2017),64,0,9.10344827586207,0.2,0.99357253
DDAXfkBLvBU,environmental,US,Hurricane Harvey (2017),154,0,9.10344827586207,0.15,0.5751673
0csRjC1RqcY,environmental,US,Hurricane Harvey (2017),989,0,9.10344827586207,0.20689655172413793,0.80166817
d9VaBBvaiA8,environmental,US,Hurricane Harvey (2017),86,0,9.10344827586207,0.07692307692307693,0.62076557
uFZKd8MIO_w,environmental,US,Hurricane Harvey (2017),111,0,8.827586206896552,0.10344827586206896,0.761399
7wN0tZ62lpk,environmental,US,Hurricane Harvey (2017),127,0,11.137931034482758,0.14285714285714285,0.24089774
XJoAAwLGE7U,environmental,US,Hurricane Harvey (2017),90,0,10.206896551724139,0.0851063829787234,0.40974998
OhhbnSf2Zyg,environmental,US,Hurricane Harvey (2017),130,0,10.275862068965518,0.0425531914893617,0.51042044
_tapFbK7pkI,environmental,US,Hurricane Harvey (2017),104,0,9.586206896551724,0.05,0.9045089
cAbsMoSn25I,environmental,US,Hurricane Harvey (2017),117,0,9.793103448275861,0.08163265306122448,0.81020683
qP2E9ATDiFE,environmental,US,Hurricane Harvey (2017),115,0,9.793103448275861,0.11627906976744186,0.031323683
prD2dEFKn2A,environmental,US,Hurricane Harvey (2017),122,0,9.793103448275861,0.17073170731707318,0.15580632
mwHGGQp34fU,environmental,US,Hurricane Harvey (2017),131,0,10.344827586206897,0.05,0.78489786
Zj8u0kkKE7k,environmental,US,Hurricane Harvey (2017),195,0,10.310344827586206,0.0625,0.46897355
djJ5oC0hwtA,environmental,US,Hurricane Harvey (2017),68,0,9.482758620689655,0.05970149253731343,0.5919112
5udQ6BZrngI,environmental,US,Hurricane Harvey (2017),51,0,9.862068965517242,0.18421052631578946,0.16881862
JP084MXRib4,environmental,US,Hurricane Harvey (2017),96,0,9.655172413793103,0.15625,0.84418327
8NNam6C6V5s,environmental,US,Hurricane Harvey (2017),123,0,9.655172413793103,0.05172413793103448,0.37049013
8DZgY4UMGG0,environmental,US,Hurricane Harvey (2017),74,1,9.655172413793103,0.10810810810810811,0.7197289
tmeWy3ezLqY,environmental,US,Hurricane Harvey (2017),115,0,9.724137931034482,0.05454545454545454,0.48343527
iiZ9nHJt4-E,environmental,US,Hurricane Harvey (2017),114,0,9.482758620689655,0.1111111111111111,0.24140038
MW-1RGk8uS4,environmental,US,Hurricane Harvey (2017),125,0,10.206896551724139,0.08108108108108109,0.8162988
2bC76i9lzNc,environmental,US,Hurricane Harvey (2017),173,0,24.82758620689655,0.019230769230769232,0.74099183
o9dFmfP8FqM,environmental,US,Hurricane Harvey (2017),123,0,14.344827586206897,0.07142857142857142,0.9626131
Wdx22w121wc,environmental,US,Hurricane Harvey (2017),99,0,14.413793103448276,0.05714285714285714,0.61470073
L6QAhZUlJwo,environmental,US,Hurricane Harvey (2017),151,0,14.413793103448276,0.07692307692307693,0.25718018
6mXrZzhMJ1k,environmental,US,Hurricane Harvey (2017),148,0,14.413793103448276,0.06,0.2708862
f2APVLv5CgY,environmental,US,Hurricane Harvey (2017),111,0,14.620689655172415,0.0967741935483871,0.45054683
i3DuUBdMCQ4,environmental,US,Hurricane Harvey (2017),287,0,14.620689655172415,0.038461538461538464,0.4472735
h4RFVEsdbx0,environmental,US,Hurricane Harvey (2017),126,0,14.517241379310345,0.08333333333333333,0.6437632
R6A1YK_tf_s,environmental,US,Hurricane Harvey (2017),154,0,14.517241379310345,0.041666666666666664,0.9978003
2OX4t_6bwBI,environmental,US,Hurricane Harvey (2017),72,0,14.03448275862069,0.05405405405405406,0.64292336
a7o9PazIse8,environmental,US,Hurricane Harvey (2017),231,0,14.03448275862069,0.037037037037037035,0.6874658
77_3Hpv88QM,environmental,US,Hurricane Harvey (2017),86,0,8.758620689655173,0.03571428571428571,0.7037936
AndFp7OLXEk,environmental,US,Hurricane Harvey (2017),58,0,8.482758620689655,0.05555555555555555,0.1590107
21uIpiltdO0,environmental,US,Hurricane Harvey (2017),70,0,8.310344827586206,0.07272727272727272,0.19119059
utxTW-4ouX0,environmental,US,Hurricane Harvey (2017),76,0,8.379310344827585,0.125,0.35324785
iGZmTBb6G3I,environmental,US,Hurricane Harvey (2017),100,0,8.379310344827585,0.07692307692307693,0.020023687
RiC_X0k_dMA,environmental,US,Hurricane Harvey (2017),92,0,8.482758620689655,0.025,0.3279725
BW-mDkSKRig,environmental,US,Hurricane Harvey (2017),116,0,8.517241379310345,0.08163265306122448,0.9696596
1_jjjyZiQaE,environmental,US,Hurricane Harvey (2017),61,0,10.448275862068966,0.15384615384615385,0.8357697
pYlbBuqsiI4,environmental,US,Hurricane Harvey (2017),101,1,10.413793103448276,0.13513513513513514,0.08385468
YH_U67qAtTc,environmental,US,Hurricane Harvey (2017),164,1,5.655172413793103,0.1794871794871795,0.37335935
2vPZXMVma9A,environmental,US,Hurricane Harvey (2017),233,1,5.655172413793103,0.1794871794871795,0.9496362
FfNb9SIMdmE,environmental,US,Hurricane Harvey (2017),152,0,5.758620689655173,0.16666666666666666,0.78437835
nSuI14zjjMU,environmental,US,Hurricane Harvey (2017),103,0,4.379310344827586,0.12195121951219512,0.92502546
f3ed4ZktO9U,environmental,US,Hurricane Harvey (2017),121,0,4.379310344827586,0.08333333333333333,0.09547727
kEvKSzY5khA,environmental,US,Hurricane Harvey (2017),147,0,4.206896551724138,0.03389830508474576,0.668896
_A-y5AHcZWQ,environmental,US,Hurricane Harvey (2017),146,0,4.379310344827586,0.06557377049180328,0.15439655
AF7Hpa4tOLQ,environmental,US,Hurricane Harvey (2017),153,0,4.379310344827586,0.07272727272727272,0.06541013
IkVE2tTKaWM,environmental,US,Hurricane Harvey (2017),161,0,18.689655172413794,0.12962962962962962,0.14365545
9YsBJNnowAA,environmental,US,Hurricane Harvey (2017),160,0,18.689655172413794,0.12962962962962962,0.18965071
M9jZCxWMVqI,environmental,US,Hurricane Harvey (2017),105,0,18.689655172413794,0.13793103448275862,0.7733715
mO04MtKtgJs,environmental,US,Hurricane Harvey (2017),51,0,18.724137931034484,0.16363636363636364,0.008286107
4mCohFIw29I,environmental,US,Hurricane Harvey (2017),97,0,19.82758620689655,0.15254237288135594,0.8617526
Vu8YtuBazQQ,environmental,US,Hurricane Harvey (2017),150,0,20.344827586206897,0.18333333333333332,0.34948808
GhVT2PTbUaI,environmental,US,Hurricane Harvey (2017),68,0,20.137931034482758,0.1282051282051282,0.21738206
-FTbZcl-yYU,environmental,US,Hurricane Harvey (2017),167,0,19.75862068965517,0.15384615384615385,0.026397754
YItG5wk9WBo,environmental,US,Hurricane Harvey (2017),72,0,19.586206896551722,0.18,0.52197546
sS03gvZ04Vg,environmental,US,Hurricane Harvey (2017),63,0,20.0,0.16417910447761194,0.18944004
wTUAOY8UWVQ,environmental,US,Hurricane Harvey (2017),220,0,19.620689655172413,0.16,0.704171
HDEdco5taIg,environmental,US,Hurricane Harvey (2017),373,0,18.379310344827587,0.14035087719298245,0.13566281
wF9TrnUKQx0,environmental,US,Hurricane Harvey (2017),488,0,18.379310344827587,0.15555555555555556,0.08281879
IL48bQ3I6lM,environmental,US,Hurricane Harvey (2017),49,0,19.137931034482758,0.12280701754385964,0.8802449
K3GpUIaKwhg,environmental,US,Hurricane Harvey (2017),85,0,19.413793103448278,0.19672131147540983,0.029722938
LmSQSoYe9GA,environmental,US,Hurricane Harvey (2017),111,0,19.310344827586206,0.13725490196078433,0.34557694
D0GypNui3sw,environmental,US,Hurricane Harvey (2017),152,0,19.655172413793103,0.1320754716981132,0.62810147
ga0NfutJ44w,environmental,US,Hurricane Harvey (2017),135,0,19.24137931034483,0.1509433962264151,0.035685614
LugnC5K3UoQ,environmental,US,Hurricane Harvey (2017),118,0,18.82758620689655,0.12727272727272726,0.06695244
ls57W66donA,environmental,US,Hurricane Harvey (2017),319,0,18.82758620689655,0.2,0.6053971
JjETmObBtwE,environmental,US,Hurricane Harvey (2017),28,0,19.03448275862069,0.16279069767441862,0.6275766
lUm-VT1mMVM,environmental,US,Hurricane Harvey (2017),170,0,20.310344827586206,0.17073170731707318,0.6200347
SGpLk-zUM7k,environmental,US,Hurricane Harvey (2017),109,0,19.620689655172413,0.14285714285714285,0.43247396
znFMb5kdrYA,environmental,US,Hurricane Harvey (2017),185,0,21.379310344827587,0.1951219512195122,0.26748398
GTiFyB-SWPk,environmental,US,Hurricane Harvey (2017),83,0,21.379310344827587,0.1568627450980392,0.33899948
b6B4ruwBBzc,environmental,US,Hurricane Harvey (2017),111,0,21.75862068965517,0.1282051282051282,0.70202136
NK5OVABZOAE,environmental,US,Hurricane Harvey (2017),63,0,22.20689655172414,0.14583333333333334,0.008843844
63vi84R1kAs,environmental,US,Hurricane Harvey (2017),117,0,22.17241379310345,0.14814814814814814,0.81975496
8G9jxvCoRNY,environmental,US,Hurricane Harvey (2017),24,0,21.862068965517242,0.2692307692307692,0.9047182
6wErwj3pV0w,environmental,US,Hurricane Harvey (2017),67,0,21.06896551724138,0.21951219512195122,0.4999159
W0-ItRO0m5w,environmental,US,Hurricane Harvey (2017),218,0,22.551724137931036,0.17142857142857143,0.8372837
D2mZIo9UIFQ,environmental,US,Hurricane Harvey (2017),163,1,22.482758620689655,0.17391304347826086,0.73230505
EP5FvwdEJaM,environmental,US,Hurricane Harvey (2017),96,0,22.75862068965517,0.13157894736842105,0.190571
UJkYFpZJtP4,environmental,US,Hurricane Harvey (2017),69,0,22.75862068965517,0.1346153846153846,0.8808733
_nymagdwMaA,environmental,US,Hurricane Harvey (2017),109,0,23.137931034482758,0.14634146341463414,0.58403647
HmjDLu1NCt8,environmental,US,Hurricane Harvey (2017),111,0,23.137931034482758,0.15384615384615385,0.24532947
